,v1,v2,v3,v4,v5,word_length,nltk_tokens,spaCy_tokens,nltk_lemmatization,spaCy_lemmatization
4474,ham,We will meet soon princess! Ttyl!,,,,33,"['We', 'will', 'meet', 'soon', 'princess', '!', 'Ttyl', '!']","['We', 'will', 'meet', 'soon', 'princess', '!', 'Ttyl', '!']","['We', 'will', 'meet', 'soon', 'princess', '!', 'Ttyl', '!']","['we', 'will', 'meet', 'soon', 'princess', '!', 'Ttyl', '!']"
4475,ham,I'll pick you up at about 5.15pm to go to taunton if you still want to come.,,,,76,"['I', ""'ll"", 'pick', 'you', 'up', 'at', 'about', '5.15pm', 'to', 'go', 'to', 'taunton', 'if', 'you', 'still', 'want', 'to', 'come', '.']","['I', ""'ll"", 'pick', 'you', 'up', 'at', 'about', '5.15pm', 'to', 'go', 'to', 'taunton', 'if', 'you', 'still', 'want', 'to', 'come', '.']","['I', ""'ll"", 'pick', 'you', 'up', 'at', 'about', '5.15pm', 'to', 'go', 'to', 'taunton', 'if', 'you', 'still', 'want', 'to', 'come', '.']","['I', 'will', 'pick', 'you', 'up', 'at', 'about', '5.15pm', 'to', 'go', 'to', 'taunton', 'if', 'you', 'still', 'want', 'to', 'come', '.']"
4476,ham,Oh :-)only 4 outside players allowed to play know,,,,49,"['Oh', ':', '-', ')', 'only', '4', 'outside', 'players', 'allowed', 'to', 'play', 'know']","['Oh', ':', '-)only', '4', 'outside', 'players', 'allowed', 'to', 'play', 'know']","['Oh', ':', '-', ')', 'only', '4', 'outside', 'player', 'allowed', 'to', 'play', 'know']","['oh', ':', '-)only', '4', 'outside', 'player', 'allow', 'to', 'play', 'know']"
4477,ham,I anything lor.,,,,15,"['I', 'anything', 'lor', '.']","['I', 'anything', 'lor', '.']","['I', 'anything', 'lor', '.']","['I', 'anything', 'lor', '.']"
4478,ham,Erutupalam thandiyachu,,,,22,"['Erutupalam', 'thandiyachu']","['Erutupalam', 'thandiyachu']","['Erutupalam', 'thandiyachu']","['Erutupalam', 'thandiyachu']"
4479,ham,"Y cant u try new invention to fly..i'm not joking.,",,,,51,"['Y', 'cant', 'u', 'try', 'new', 'invention', 'to', 'fly', '..', 'i', ""'m"", 'not', 'joking.', ',']","['Y', 'ca', 'nt', 'u', 'try', 'new', 'invention', 'to', 'fly', '..', ""i'm"", 'not', 'joking', '.', ',']","['Y', 'cant', 'u', 'try', 'new', 'invention', 'to', 'fly', '..', 'i', ""'m"", 'not', 'joking.', ',']","['Y', 'can', 'not', 'u', 'try', 'new', 'invention', 'to', 'fly', '..', ""i'm"", 'not', 'joke', '.', ',']"
4480,ham,No..its ful of song lyrics..,,,,28,"['No', '..', 'its', 'ful', 'of', 'song', 'lyrics', '..']","['No', '..', 'its', 'ful', 'of', 'song', 'lyrics', '..']","['No', '..', 'it', 'ful', 'of', 'song', 'lyric', '..']","['no', '..', 'its', 'ful', 'of', 'song', 'lyric', '..']"
4481,ham,"What do u reckon as need 2 arrange transport if u can't do it, thanks",,,,69,"['What', 'do', 'u', 'reckon', 'as', 'need', '2', 'arrange', 'transport', 'if', 'u', 'ca', ""n't"", 'do', 'it', ',', 'thanks']","['What', 'do', 'u', 'reckon', 'as', 'need', '2', 'arrange', 'transport', 'if', 'u', 'ca', ""n't"", 'do', 'it', ',', 'thanks']","['What', 'do', 'u', 'reckon', 'a', 'need', '2', 'arrange', 'transport', 'if', 'u', 'ca', ""n't"", 'do', 'it', ',', 'thanks']","['what', 'do', 'u', 'reckon', 'as', 'need', '2', 'arrange', 'transport', 'if', 'u', 'can', 'not', 'do', 'it', ',', 'thank']"
4482,ham,True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.,,,,159,"['True', 'lov', 'n', 'care', 'wil', 'nevr', 'go', 'unrecognized', '.', 'though', 'somone', 'often', 'makes', 'mistakes', 'when', 'valuing', 'it', '.', 'but', 'they', 'will', 'definitly', 'undrstnd', 'once', 'when', 'they', 'start', 'missing', 'it', '.']","['True', 'lov', 'n', 'care', 'wil', 'nevr', 'go', 'unrecognized', '.', 'though', 'somone', 'often', 'makes', 'mistakes', 'when', 'valuing', 'it', '.', 'but', 'they', 'will', 'definitly', 'undrstnd', 'once', 'when', 'they', 'start', 'missing', 'it', '.']","['True', 'lov', 'n', 'care', 'wil', 'nevr', 'go', 'unrecognized', '.', 'though', 'somone', 'often', 'make', 'mistake', 'when', 'valuing', 'it', '.', 'but', 'they', 'will', 'definitly', 'undrstnd', 'once', 'when', 'they', 'start', 'missing', 'it', '.']","['true', 'lov', 'n', 'care', 'wil', 'nevr', 'go', 'unrecognized', '.', 'though', 'somone', 'often', 'make', 'mistake', 'when', 'value', 'it', '.', 'but', 'they', 'will', 'definitly', 'undrstnd', 'once', 'when', 'they', 'start', 'miss', 'it', '.']"
4483,ham,Shopping? Eh ger i toking abt syd leh...Haha,,,,44,"['Shopping', '?', 'Eh', 'ger', 'i', 'toking', 'abt', 'syd', 'leh', '...', 'Haha']","['Shopping', '?', 'Eh', 'ger', 'i', 'toking', 'abt', 'syd', 'leh', '...', 'Haha']","['Shopping', '?', 'Eh', 'ger', 'i', 'toking', 'abt', 'syd', 'leh', '...', 'Haha']","['shop', '?', 'eh', 'ger', 'I', 'toke', 'abt', 'syd', 'leh', '...', 'haha']"
4484,ham,What not under standing.,,,,24,"['What', 'not', 'under', 'standing', '.']","['What', 'not', 'under', 'standing', '.']","['What', 'not', 'under', 'standing', '.']","['what', 'not', 'under', 'stand', '.']"
4485,ham,have * good weekend.,,,,20,"['have', '*', 'good', 'weekend', '.']","['have', '*', 'good', 'weekend', '.']","['have', '*', 'good', 'weekend', '.']","['have', '*', 'good', 'weekend', '.']"
4486,ham,Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.,,,,126,"['Miss', 'call', 'miss', 'call', 'khelate', 'kintu', 'opponenter', 'miss', 'call', 'dhorte', 'lage', '.', 'Thats', 'd', 'rule', '.', 'One', 'with', 'great', 'phone', 'receiving', 'quality', 'wins', '.']","['Miss', 'call', 'miss', 'call', 'khelate', 'kintu', 'opponenter', 'miss', 'call', 'dhorte', 'lage', '.', 'That', 's', 'd', 'rule', '.', 'One', 'with', 'great', 'phone', 'receiving', 'quality', 'wins', '.']","['Miss', 'call', 'miss', 'call', 'khelate', 'kintu', 'opponenter', 'miss', 'call', 'dhorte', 'lage', '.', 'Thats', 'd', 'rule', '.', 'One', 'with', 'great', 'phone', 'receiving', 'quality', 'win', '.']","['Miss', 'call', 'miss', 'call', 'khelate', 'kintu', 'opponenter', 'miss', 'call', 'dhorte', 'lage', '.', 'that', 's', 'd', 'rule', '.', 'one', 'with', 'great', 'phone', 'receive', 'quality', 'win', '.']"
4487,ham,Call me when you get the chance plz &lt;3,,,,41,"['Call', 'me', 'when', 'you', 'get', 'the', 'chance', 'plz', '&', 'lt', ';', '3']","['Call', 'me', 'when', 'you', 'get', 'the', 'chance', 'plz', '&', 'lt;3']","['Call', 'me', 'when', 'you', 'get', 'the', 'chance', 'plz', '&', 'lt', ';', '3']","['call', 'I', 'when', 'you', 'get', 'the', 'chance', 'plz', '&', 'lt;3']"
4488,ham,The new deus ex game comin early next yr,,,,40,"['The', 'new', 'deus', 'ex', 'game', 'comin', 'early', 'next', 'yr']","['The', 'new', 'deus', 'ex', 'game', 'comin', 'early', 'next', 'yr']","['The', 'new', 'deus', 'ex', 'game', 'comin', 'early', 'next', 'yr']","['the', 'new', 'deus', 'ex', 'game', 'comin', 'early', 'next', 'yr']"
4489,ham,My computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7,,,,162,"['My', 'computer', 'just', 'fried', 'the', 'only', 'essential', 'part', 'we', 'do', ""n't"", 'keep', 'spares', 'of', 'because', 'my', 'fucking', 'idiot', 'roommates', 'looovvve', 'leaving', 'the', 'thing', 'running', 'on', 'full', '&', 'lt', ';', '#', '&', 'gt', ';', '/7']","['My', 'computer', 'just', 'fried', 'the', 'only', 'essential', 'part', 'we', 'do', ""n't"", 'keep', 'spares', 'of', 'because', 'my', 'fucking', 'idiot', 'roommates', 'looovvve', 'leaving', 'the', 'thing', 'running', 'on', 'full', ' ', '&', 'lt;#&gt', ';', '/7']","['My', 'computer', 'just', 'fried', 'the', 'only', 'essential', 'part', 'we', 'do', ""n't"", 'keep', 'spare', 'of', 'because', 'my', 'fucking', 'idiot', 'roommate', 'looovvve', 'leaving', 'the', 'thing', 'running', 'on', 'full', '&', 'lt', ';', '#', '&', 'gt', ';', '/7']","['my', 'computer', 'just', 'fry', 'the', 'only', 'essential', 'part', 'we', 'do', 'not', 'keep', 'spare', 'of', 'because', 'my', 'fucking', 'idiot', 'roommate', 'looovvve', 'leave', 'the', 'thing', 'run', 'on', 'full', ' ', '&', 'lt;#&gt', ';', '/7']"
4490,ham,"My friend, she's studying at warwick, we've planned to go shopping and to concert tmw, but it may be canceled, havn't seen  for ages, yeah we should get together sometime!",,,,171,"['My', 'friend', ',', 'she', ""'s"", 'studying', 'at', 'warwick', ',', 'we', ""'ve"", 'planned', 'to', 'go', 'shopping', 'and', 'to', 'concert', 'tmw', ',', 'but', 'it', 'may', 'be', 'canceled', ',', 'hav', ""n't"", 'seen', 'for', 'ages', ',', 'yeah', 'we', 'should', 'get', 'together', 'sometime', '!']","['My', 'friend', ',', 'she', ""'s"", 'studying', 'at', 'warwick', ',', 'we', ""'ve"", 'planned', 'to', 'go', 'shopping', 'and', 'to', 'concert', 'tmw', ',', 'but', 'it', 'may', 'be', 'canceled', ',', ""havn't"", 'seen', ' ', 'for', 'ages', ',', 'yeah', 'we', 'should', 'get', 'together', 'sometime', '!']","['My', 'friend', ',', 'she', ""'s"", 'studying', 'at', 'warwick', ',', 'we', ""'ve"", 'planned', 'to', 'go', 'shopping', 'and', 'to', 'concert', 'tmw', ',', 'but', 'it', 'may', 'be', 'canceled', ',', 'hav', ""n't"", 'seen', 'for', 'age', ',', 'yeah', 'we', 'should', 'get', 'together', 'sometime', '!']","['my', 'friend', ',', 'she', 'be', 'study', 'at', 'warwick', ',', 'we', 'have', 'plan', 'to', 'go', 'shop', 'and', 'to', 'concert', 'tmw', ',', 'but', 'it', 'may', 'be', 'cancel', ',', ""havn't"", 'see', ' ', 'for', 'age', ',', 'yeah', 'we', 'should', 'get', 'together', 'sometime', '!']"
4491,ham,Probably a couple hours tops,,,,28,"['Probably', 'a', 'couple', 'hours', 'tops']","['Probably', 'a', 'couple', 'hours', 'tops']","['Probably', 'a', 'couple', 'hour', 'top']","['probably', 'a', 'couple', 'hour', 'top']"
4492,ham,"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!",,,,62,"['LOL', '..', '*', 'grins', '*', '..', 'I', ""'m"", 'not', 'babe', ',', 'but', 'thanks', 'for', 'thinking', 'of', 'me', '!']","['LOL', '..', '*', 'grins', '*', '..', 'I', ""'m"", 'not', 'babe', ',', 'but', 'thanks', 'for', 'thinking', 'of', 'me', '!']","['LOL', '..', '*', 'grin', '*', '..', 'I', ""'m"", 'not', 'babe', ',', 'but', 'thanks', 'for', 'thinking', 'of', 'me', '!']","['LOL', '..', '*', 'grin', '*', '..', 'I', 'be', 'not', 'babe', ',', 'but', 'thank', 'for', 'thinking', 'of', 'I', '!']"
4493,ham,Man this bus is so so so slow. I think you're gonna get there before me,,,,71,"['Man', 'this', 'bus', 'is', 'so', 'so', 'so', 'slow', '.', 'I', 'think', 'you', ""'re"", 'gon', 'na', 'get', 'there', 'before', 'me']","['Man', 'this', 'bus', 'is', 'so', 'so', 'so', 'slow', '.', 'I', 'think', 'you', ""'re"", 'gon', 'na', 'get', 'there', 'before', 'me']","['Man', 'this', 'bus', 'is', 'so', 'so', 'so', 'slow', '.', 'I', 'think', 'you', ""'re"", 'gon', 'na', 'get', 'there', 'before', 'me']","['man', 'this', 'bus', 'be', 'so', 'so', 'so', 'slow', '.', 'I', 'think', 'you', 'be', 'go', 'to', 'get', 'there', 'before', 'I']"
4494,ham,Hope this text meets you smiling. If not then let this text give you a reason to smile. Have a beautiful day.,,,,109,"['Hope', 'this', 'text', 'meets', 'you', 'smiling', '.', 'If', 'not', 'then', 'let', 'this', 'text', 'give', 'you', 'a', 'reason', 'to', 'smile', '.', 'Have', 'a', 'beautiful', 'day', '.']","['Hope', 'this', 'text', 'meets', 'you', 'smiling', '.', 'If', 'not', 'then', 'let', 'this', 'text', 'give', 'you', 'a', 'reason', 'to', 'smile', '.', 'Have', 'a', 'beautiful', 'day', '.']","['Hope', 'this', 'text', 'meet', 'you', 'smiling', '.', 'If', 'not', 'then', 'let', 'this', 'text', 'give', 'you', 'a', 'reason', 'to', 'smile', '.', 'Have', 'a', 'beautiful', 'day', '.']","['hope', 'this', 'text', 'meet', 'you', 'smile', '.', 'if', 'not', 'then', 'let', 'this', 'text', 'give', 'you', 'a', 'reason', 'to', 'smile', '.', 'have', 'a', 'beautiful', 'day', '.']"
4495,ham,"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade",,,,135,"['In', 'case', 'you', 'wake', 'up', 'wondering', 'where', 'I', 'am', ',', 'I', 'forgot', 'I', 'have', 'to', 'take', 'care', 'of', 'something', 'for', 'grandma', 'today', ',', 'should', 'be', 'done', 'before', 'the', 'parade']","['In', 'case', 'you', 'wake', 'up', 'wondering', 'where', 'I', 'am', ',', 'I', 'forgot', 'I', 'have', 'to', 'take', 'care', 'of', 'something', 'for', 'grandma', 'today', ',', 'should', 'be', 'done', 'before', 'the', 'parade']","['In', 'case', 'you', 'wake', 'up', 'wondering', 'where', 'I', 'am', ',', 'I', 'forgot', 'I', 'have', 'to', 'take', 'care', 'of', 'something', 'for', 'grandma', 'today', ',', 'should', 'be', 'done', 'before', 'the', 'parade']","['in', 'case', 'you', 'wake', 'up', 'wonder', 'where', 'I', 'be', ',', 'I', 'forget', 'I', 'have', 'to', 'take', 'care', 'of', 'something', 'for', 'grandma', 'today', ',', 'should', 'be', 'do', 'before', 'the', 'parade']"
4496,ham,Ok,,,,2,['Ok'],['Ok'],['Ok'],['ok']
4497,spam,"Latest Nokia Mobile or iPOD MP3 Player +å£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.å£1,50/Mtmsgrcvd18+",,,,125,"['Latest', 'Nokia', 'Mobile', 'or', 'iPOD', 'MP3', 'Player', '+å£400', 'proze', 'GUARANTEED', '!', 'Reply', 'with', ':', 'WIN', 'to', '83355', 'now', '!', 'Norcorp', 'Ltd.å£1,50/Mtmsgrcvd18+']","['Latest', 'Nokia', 'Mobile', 'or', 'iPOD', 'MP3', 'Player', '+', 'å£400', 'proze', 'GUARANTEED', '!', 'Reply', 'with', ':', 'WIN', 'to', '83355', 'now', '!', 'Norcorp', 'Ltd.å£1,50', '/', 'Mtmsgrcvd18', '+']","['Latest', 'Nokia', 'Mobile', 'or', 'iPOD', 'MP3', 'Player', '+å£400', 'proze', 'GUARANTEED', '!', 'Reply', 'with', ':', 'WIN', 'to', '83355', 'now', '!', 'Norcorp', 'Ltd.å£1,50/Mtmsgrcvd18+']","['late', 'Nokia', 'Mobile', 'or', 'iPOD', 'MP3', 'Player', '+', 'å£400', 'proze', 'guarantee', '!', 'reply', 'with', ':', 'WIN', 'to', '83355', 'now', '!', 'Norcorp', 'Ltd.å£1,50', '/', 'Mtmsgrcvd18', '+']"
4498,spam,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",,,,158,"['SMS', 'SERVICES', '.', 'for', 'your', 'inclusive', 'text', 'credits', ',', 'pls', 'goto', 'www.comuk.net', 'login=', '3qxj9', 'unsubscribe', 'with', 'STOP', ',', 'no', 'extra', 'charge', '.', 'help', '08702840625.COMUK', '.', '220-CM2', '9AE']","['SMS', 'SERVICES', '.', 'for', 'your', 'inclusive', 'text', 'credits', ',', 'pls', 'goto', 'www.comuk.net', 'login=', '3qxj9', 'unsubscribe', 'with', 'STOP', ',', 'no', 'extra', 'charge', '.', 'help', '08702840625.COMUK', '.', '220', '-', 'CM2', '9AE']","['SMS', 'SERVICES', '.', 'for', 'your', 'inclusive', 'text', 'credit', ',', 'pls', 'goto', 'www.comuk.net', 'login=', '3qxj9', 'unsubscribe', 'with', 'STOP', ',', 'no', 'extra', 'charge', '.', 'help', '08702840625.COMUK', '.', '220-CM2', '9AE']","['SMS', 'SERVICES', '.', 'for', 'your', 'inclusive', 'text', 'credit', ',', 'pls', 'goto', 'www.comuk.net', 'login=', '3qxj9', 'unsubscribe', 'with', 'STOP', ',', 'no', 'extra', 'charge', '.', 'help', '08702840625.COMUK', '.', '220', '-', 'cm2', '9AE']"
4499,ham,Nvm take ur time.,,,,17,"['Nvm', 'take', 'ur', 'time', '.']","['Nvm', 'take', 'ur', 'time', '.']","['Nvm', 'take', 'ur', 'time', '.']","['nvm', 'take', 'ur', 'time', '.']"
4500,ham,So wat's da decision?,,,,21,"['So', 'wat', ""'s"", 'da', 'decision', '?']","['So', 'wat', ""'s"", 'da', 'decision', '?']","['So', 'wat', ""'s"", 'da', 'decision', '?']","['so', 'wat', ""'s"", 'da', 'decision', '?']"
4501,ham,Wot is u up 2 then bitch?,,,,25,"['Wot', 'is', 'u', 'up', '2', 'then', 'bitch', '?']","['Wot', 'is', 'u', 'up', '2', 'then', 'bitch', '?']","['Wot', 'is', 'u', 'up', '2', 'then', 'bitch', '?']","['wot', 'be', 'u', 'up', '2', 'then', 'bitch', '?']"
4502,ham,Stupid.its not possible,,,,23,"['Stupid.its', 'not', 'possible']","['Stupid.its', 'not', 'possible']","['Stupid.its', 'not', 'possible']","['stupid.it', 'not', 'possible']"
4503,ham,She told to hr that he want posting in chennai:)because i'm working here:),,,,74,"['She', 'told', 'to', 'hr', 'that', 'he', 'want', 'posting', 'in', 'chennai', ':', ')', 'because', 'i', ""'m"", 'working', 'here', ':', ')']","['She', 'told', 'to', 'hr', 'that', 'he', 'want', 'posting', 'in', 'chennai:)because', 'i', ""'m"", 'working', 'here', ':)']","['She', 'told', 'to', 'hr', 'that', 'he', 'want', 'posting', 'in', 'chennai', ':', ')', 'because', 'i', ""'m"", 'working', 'here', ':', ')']","['she', 'tell', 'to', 'hr', 'that', 'he', 'want', 'post', 'in', 'chennai:)because', 'I', 'be', 'work', 'here', ':)']"
4504,spam,Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a,,,,73,"['Mobile', 'Club', ':', 'Choose', 'any', 'of', 'the', 'top', 'quality', 'items', 'for', 'your', 'mobile', '.', '7cfca1a']","['Mobile', 'Club', ':', 'Choose', 'any', 'of', 'the', 'top', 'quality', 'items', 'for', 'your', 'mobile', '.', '7cfca1a']","['Mobile', 'Club', ':', 'Choose', 'any', 'of', 'the', 'top', 'quality', 'item', 'for', 'your', 'mobile', '.', '7cfca1a']","['Mobile', 'Club', ':', 'choose', 'any', 'of', 'the', 'top', 'quality', 'item', 'for', 'your', 'mobile', '.', '7cfca1a']"
4505,ham,When are you guys leaving?,,,,26,"['When', 'are', 'you', 'guys', 'leaving', '?']","['When', 'are', 'you', 'guys', 'leaving', '?']","['When', 'are', 'you', 'guy', 'leaving', '?']","['when', 'be', 'you', 'guy', 'leave', '?']"
4506,ham,He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. ÌÏ got a lot of work ar?,,,,149,"['He', 'neva', 'grumble', 'but', 'i', 'sad', 'lor', '...', 'Hee', '...', 'Buy', 'tmr', 'lor', 'aft', 'lunch', '.', 'But', 'we', 'still', 'meetin', '4', 'lunch', 'tmr', 'a', 'not', '.', 'Neva', 'hear', 'fr', 'them', 'lei', '.', 'ÌÏ', 'got', 'a', 'lot', 'of', 'work', 'ar', '?']","['He', 'neva', 'grumble', 'but', 'i', 'sad', 'lor', '...', 'Hee', '...', 'Buy', 'tmr', 'lor', 'aft', 'lunch', '.', 'But', 'we', 'still', 'meetin', '4', 'lunch', 'tmr', 'a', 'not', '.', 'Neva', 'hear', 'fr', 'them', 'lei', '.', 'ÌÏ', 'got', 'a', 'lot', 'of', 'work', 'ar', '?']","['He', 'neva', 'grumble', 'but', 'i', 'sad', 'lor', '...', 'Hee', '...', 'Buy', 'tmr', 'lor', 'aft', 'lunch', '.', 'But', 'we', 'still', 'meetin', '4', 'lunch', 'tmr', 'a', 'not', '.', 'Neva', 'hear', 'fr', 'them', 'lei', '.', 'ÌÏ', 'got', 'a', 'lot', 'of', 'work', 'ar', '?']","['he', 'neva', 'grumble', 'but', 'I', 'sad', 'lor', '...', 'hee', '...', 'buy', 'tmr', 'lor', 'aft', 'lunch', '.', 'but', 'we', 'still', 'meetin', '4', 'lunch', 'tmr', 'a', 'not', '.', 'Neva', 'hear', 'fr', 'they', 'lei', '.', 'ÌÏ', 'get', 'a', 'lot', 'of', 'work', 'ar', '?']"
4507,ham,Not able to do anything.,,,,24,"['Not', 'able', 'to', 'do', 'anything', '.']","['Not', 'able', 'to', 'do', 'anything', '.']","['Not', 'able', 'to', 'do', 'anything', '.']","['not', 'able', 'to', 'do', 'anything', '.']"
4508,ham,ÌÏ takin linear algebra today?,,,,30,"['ÌÏ', 'takin', 'linear', 'algebra', 'today', '?']","['ÌÏ', 'takin', 'linear', 'algebra', 'today', '?']","['ÌÏ', 'takin', 'linear', 'algebra', 'today', '?']","['ÌÏ', 'takin', 'linear', 'algebra', 'today', '?']"
4509,ham,This weekend is fine (an excuse not to do too much decorating),,,,62,"['This', 'weekend', 'is', 'fine', '(', 'an', 'excuse', 'not', 'to', 'do', 'too', 'much', 'decorating', ')']","['This', 'weekend', 'is', 'fine', '(', 'an', 'excuse', 'not', 'to', 'do', 'too', 'much', 'decorating', ')']","['This', 'weekend', 'is', 'fine', '(', 'an', 'excuse', 'not', 'to', 'do', 'too', 'much', 'decorating', ')']","['this', 'weekend', 'be', 'fine', '(', 'an', 'excuse', 'not', 'to', 'do', 'too', 'much', 'decorate', ')']"
4510,ham,"Sorry I missed you babe. I was up late and slept in. I hope you enjoy your driving lesson, boytoy. I miss you too ... *teasing kiss*",,,,132,"['Sorry', 'I', 'missed', 'you', 'babe', '.', 'I', 'was', 'up', 'late', 'and', 'slept', 'in', '.', 'I', 'hope', 'you', 'enjoy', 'your', 'driving', 'lesson', ',', 'boytoy', '.', 'I', 'miss', 'you', 'too', '...', '*', 'teasing', 'kiss', '*']","['Sorry', 'I', 'missed', 'you', 'babe', '.', 'I', 'was', 'up', 'late', 'and', 'slept', 'in', '.', 'I', 'hope', 'you', 'enjoy', 'your', 'driving', 'lesson', ',', 'boytoy', '.', 'I', 'miss', 'you', 'too', '...', '*', 'teasing', 'kiss', '*']","['Sorry', 'I', 'missed', 'you', 'babe', '.', 'I', 'wa', 'up', 'late', 'and', 'slept', 'in', '.', 'I', 'hope', 'you', 'enjoy', 'your', 'driving', 'lesson', ',', 'boytoy', '.', 'I', 'miss', 'you', 'too', '...', '*', 'teasing', 'kiss', '*']","['sorry', 'I', 'miss', 'you', 'babe', '.', 'I', 'be', 'up', 'late', 'and', 'sleep', 'in', '.', 'I', 'hope', 'you', 'enjoy', 'your', 'driving', 'lesson', ',', 'boytoy', '.', 'I', 'miss', 'you', 'too', '...', '*', 'tease', 'kiss', '*']"
4511,ham,Now project pa. After that only i can come.,,,,43,"['Now', 'project', 'pa.', 'After', 'that', 'only', 'i', 'can', 'come', '.']","['Now', 'project', 'pa', '.', 'After', 'that', 'only', 'i', 'can', 'come', '.']","['Now', 'project', 'pa.', 'After', 'that', 'only', 'i', 'can', 'come', '.']","['now', 'project', 'pa', '.', 'after', 'that', 'only', 'I', 'can', 'come', '.']"
4512,spam,Money i have won wining number 946 wot do i do next,,,,51,"['Money', 'i', 'have', 'won', 'wining', 'number', '946', 'wot', 'do', 'i', 'do', 'next']","['Money', 'i', 'have', 'won', 'wining', 'number', '946', 'wot', 'do', 'i', 'do', 'next']","['Money', 'i', 'have', 'won', 'wining', 'number', '946', 'wot', 'do', 'i', 'do', 'next']","['money', 'I', 'have', 'win', 'wining', 'number', '946', 'wot', 'do', 'I', 'do', 'next']"
4513,ham,"Sure, whenever you show the fuck up &gt;:(",,,,42,"['Sure', ',', 'whenever', 'you', 'show', 'the', 'fuck', 'up', '&', 'gt', ';', ':', '(']","['Sure', ',', 'whenever', 'you', 'show', 'the', 'fuck', 'up', '&', 'gt', ';', ':(']","['Sure', ',', 'whenever', 'you', 'show', 'the', 'fuck', 'up', '&', 'gt', ';', ':', '(']","['sure', ',', 'whenever', 'you', 'show', 'the', 'fuck', 'up', '&', 'gt', ';', ':(']"
4514,ham,That was random saw my old roomate on campus. He graduated,,,,58,"['That', 'was', 'random', 'saw', 'my', 'old', 'roomate', 'on', 'campus', '.', 'He', 'graduated']","['That', 'was', 'random', 'saw', 'my', 'old', 'roomate', 'on', 'campus', '.', 'He', 'graduated']","['That', 'wa', 'random', 'saw', 'my', 'old', 'roomate', 'on', 'campus', '.', 'He', 'graduated']","['that', 'be', 'random', 'see', 'my', 'old', 'roomate', 'on', 'campus', '.', 'he', 'graduate']"
4515,spam,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm",,,,161,"['Congrats', '!', '2', 'mobile', '3G', 'Videophones', 'R', 'yours', '.', 'call', '09061744553', 'now', '!', 'videochat', 'wid', 'ur', 'mates', ',', 'play', 'java', 'games', ',', 'Dload', 'polyH', 'music', ',', 'noline', 'rentl', '.', 'bx420', '.', 'ip4', '.', '5we', '.', '150pm']","['Congrats', '!', '2', 'mobile', '3', 'G', 'Videophones', 'R', 'yours', '.', 'call', '09061744553', 'now', '!', 'videochat', 'wid', 'ur', 'mates', ',', 'play', 'java', 'games', ',', 'Dload', 'polyH', 'music', ',', 'noline', 'rentl', '.', 'bx420', '.', 'ip4', '.', '5we', '.', '150pm']","['Congrats', '!', '2', 'mobile', '3G', 'Videophones', 'R', 'yours', '.', 'call', '09061744553', 'now', '!', 'videochat', 'wid', 'ur', 'mate', ',', 'play', 'java', 'game', ',', 'Dload', 'polyH', 'music', ',', 'noline', 'rentl', '.', 'bx420', '.', 'ip4', '.', '5we', '.', '150pm']","['congrat', '!', '2', 'mobile', '3', 'G', 'Videophones', 'R', 'your', '.', 'call', '09061744553', 'now', '!', 'videochat', 'wid', 'ur', 'mate', ',', 'play', 'java', 'game', ',', 'Dload', 'polyH', 'music', ',', 'noline', 'rentl', '.', 'bx420', '.', 'ip4', '.', '5we', '.', '150pm']"
4516,ham,"Men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. But the law allows only one wife....",,,,125,"['Men', 'always', 'needs', 'a', 'beautiful', ',', 'intelligent', ',', 'caring', ',', 'loving', ',', 'adjustable', ',', 'cooperative', 'wife', '.', 'But', 'the', 'law', 'allows', 'only', 'one', 'wife', '....']","['Men', 'always', 'needs', 'a', 'beautiful', ',', 'intelligent', ',', 'caring', ',', 'loving', ',', 'adjustable', ',', 'cooperative', 'wife', '.', 'But', 'the', 'law', 'allows', 'only', 'one', 'wife', '....']","['Men', 'always', 'need', 'a', 'beautiful', ',', 'intelligent', ',', 'caring', ',', 'loving', ',', 'adjustable', ',', 'cooperative', 'wife', '.', 'But', 'the', 'law', 'allows', 'only', 'one', 'wife', '....']","['man', 'always', 'need', 'a', 'beautiful', ',', 'intelligent', ',', 'caring', ',', 'loving', ',', 'adjustable', ',', 'cooperative', 'wife', '.', 'but', 'the', 'law', 'allow', 'only', 'one', 'wife', '....']"
